/Users/oliverclive-griffin/personal/transformer-from-scratch/train.py:65: UserWarning: The operator 'aten::roll' is not currently supported on the MPS backend and will fall back to run on the CPU. This may have performance implications. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/aten/src/ATen/mps/MPSFallback.mm:11.)
  y = torch.roll(x, -1, dims=-1)
epoch 7 batch 0 loss 2.4394688606262207
epoch 7 batch 1 loss 2.409407138824463
epoch 7 batch 2 loss 2.4076919555664062
epoch 7 batch 3 loss 2.4246511459350586
epoch 7 batch 4 loss 2.429039239883423
epoch 7 batch 5 loss 2.4225850105285645
epoch 7 batch 6 loss 2.4256720542907715
epoch 7 batch 7 loss 2.4236655235290527
epoch 7 batch 8 loss 2.445751667022705
epoch 7 batch 9 loss 2.411142110824585
epoch 7 batch 10 loss 2.4414453506469727
epoch 7 batch 11 loss 2.4163084030151367
epoch 7 batch 12 loss 2.458841562271118
epoch 7 batch 13 loss 2.400991439819336
epoch 7 batch 14 loss 2.4244279861450195
epoch 7 batch 15 loss 2.399460792541504
epoch 7 batch 16 loss 2.4347023963928223
epoch 7 batch 17 loss 2.4021990299224854
epoch 7 batch 18 loss 2.425987958908081
epoch 7 batch 19 loss 2.429556369781494
epoch 7 batch 20 loss 2.4032933712005615
epoch 7 batch 21 loss 2.4038872718811035
epoch 7 batch 22 loss 2.4263863563537598
epoch 7 batch 23 loss 2.393927574157715
epoch 7 batch 24 loss 2.427276611328125
epoch 7 batch 25 loss 2.4094152450561523
epoch 7 batch 26 loss 2.404776096343994
epoch 7 batch 27 loss 2.407517433166504
epoch 7 batch 28 loss 2.384768009185791
epoch 7 batch 29 loss 2.4149436950683594
epoch 7 batch 30 loss 2.4181182384490967
epoch 7 batch 31 loss 2.423166275024414
epoch 7 batch 32 loss 2.4202375411987305
epoch 7 batch 33 loss 2.393474578857422
epoch 7 batch 34 loss 2.3749399185180664
epoch 7 batch 35 loss 2.3861172199249268
epoch 7 batch 36 loss 2.4030351638793945
epoch 7 batch 37 loss 2.4379653930664062
epoch 7 batch 38 loss 2.4093918800354004
epoch 7 batch 39 loss 2.437624216079712
epoch 7 batch 40 loss 2.425166368484497
epoch 7 batch 41 loss 2.3626177310943604
epoch 7 batch 42 loss 2.406066656112671
epoch 7 batch 43 loss 2.4272637367248535
epoch 7 batch 44 loss 2.3578248023986816
epoch 7 batch 45 loss 2.3844728469848633
epoch 7 batch 46 loss 2.373979091644287
epoch 7 batch 47 loss 2.4683351516723633
epoch 7 batch 48 loss 2.3535611629486084
epoch 7 batch 49 loss 2.390625
epoch 7 batch 50 loss 2.4132816791534424
epoch 7 batch 51 loss 2.383476734161377
epoch 7 batch 52 loss 2.4222071170806885
epoch 7 batch 53 loss 2.4183011054992676
epoch 7
<>meeyreeioe,yyeaeayeep<>
epoch 8 batch 0 loss 2.425830841064453
epoch 8 batch 1 loss 2.4074952602386475
epoch 8 batch 2 loss 2.360759973526001
epoch 8 batch 3 loss 2.3667855262756348
epoch 8 batch 4 loss 2.3665575981140137
epoch 8 batch 5 loss 2.350348949432373
epoch 8 batch 6 loss 2.40691876411438
epoch 8 batch 7 loss 2.4098236560821533
epoch 8 batch 8 loss 2.3806400299072266
epoch 8 batch 9 loss 2.3861215114593506
epoch 8 batch 10 loss 2.4043641090393066
epoch 8 batch 11 loss 2.4199421405792236
epoch 8 batch 12 loss 2.4030444622039795
epoch 8 batch 13 loss 2.4193410873413086
epoch 8 batch 14 loss 2.3909945487976074
epoch 8 batch 15 loss 2.3956472873687744
epoch 8 batch 16 loss 2.395045280456543
epoch 8 batch 17 loss 2.3811888694763184
epoch 8 batch 18 loss 2.3479809761047363
epoch 8 batch 19 loss 2.3982863426208496
epoch 8 batch 20 loss 2.3772120475769043
epoch 8 batch 21 loss 2.3824167251586914
epoch 8 batch 22 loss 2.361175775527954
epoch 8 batch 23 loss 2.3688416481018066
epoch 8 batch 24 loss 2.3952438831329346
epoch 8 batch 25 loss 2.410660982131958
epoch 8 batch 26 loss 2.3539180755615234
epoch 8 batch 27 loss 2.3769924640655518
epoch 8 batch 28 loss 2.374335765838623
epoch 8 batch 29 loss 2.33497953414917
epoch 8 batch 30 loss 2.396368980407715
epoch 8 batch 31 loss 2.3983659744262695
epoch 8 batch 32 loss 2.39475154876709
epoch 8 batch 33 loss 2.391611099243164
epoch 8 batch 34 loss 2.3696324825286865
epoch 8 batch 35 loss 2.349243640899658
epoch 8 batch 36 loss 2.387010335922241
epoch 8 batch 37 loss 2.3898911476135254
epoch 8 batch 38 loss 2.373507022857666
epoch 8 batch 39 loss 2.364711284637451
epoch 8 batch 40 loss 2.3980321884155273
epoch 8 batch 41 loss 2.3505821228027344
epoch 8 batch 42 loss 2.4418697357177734
epoch 8 batch 43 loss 2.377290725708008
epoch 8 batch 44 loss 2.3829703330993652
epoch 8 batch 45 loss 2.3715901374816895
epoch 8 batch 46 loss 2.348323345184326
epoch 8 batch 47 loss 2.3703603744506836
epoch 8 batch 48 loss 2.3539810180664062
epoch 8 batch 49 loss 2.4092884063720703
epoch 8 batch 50 loss 2.3357784748077393
epoch 8 batch 51 loss 2.351889133453369
epoch 8 batch 52 loss 2.352463722229004
epoch 8 batch 53 loss 2.40195369720459
epoch 8
<>&slr aereoa ein\nl\ns h<>
epoch 9 batch 0 loss 2.365999221801758
epoch 9 batch 1 loss 2.398585796356201
epoch 9 batch 2 loss 2.348928451538086
epoch 9 batch 3 loss 2.3458030223846436
epoch 9 batch 4 loss 2.392780065536499
epoch 9 batch 5 loss 2.3247690200805664
epoch 9 batch 6 loss 2.3706531524658203
epoch 9 batch 7 loss 2.3774631023406982
epoch 9 batch 8 loss 2.387820243835449
epoch 9 batch 9 loss 2.369309425354004
epoch 9 batch 10 loss 2.37808895111084
epoch 9 batch 11 loss 2.3425498008728027
epoch 9 batch 12 loss 2.4352967739105225
epoch 9 batch 13 loss 2.3189697265625
epoch 9 batch 14 loss 2.3579940795898438
epoch 9 batch 15 loss 2.3366830348968506
epoch 9 batch 16 loss 2.3259639739990234
epoch 9 batch 17 loss 2.3385229110717773
epoch 9 batch 18 loss 2.3294644355773926
epoch 9 batch 19 loss 2.3787178993225098
epoch 9 batch 20 loss 2.329643964767456
epoch 9 batch 21 loss 2.3450121879577637
epoch 9 batch 22 loss 2.377406358718872
epoch 9 batch 23 loss 2.3684139251708984
epoch 9 batch 24 loss 2.3685333728790283
epoch 9 batch 25 loss 2.367302417755127
epoch 9 batch 26 loss 2.3547229766845703
epoch 9 batch 27 loss 2.357659101486206
epoch 9 batch 28 loss 2.363521099090576
epoch 9 batch 29 loss 2.385814905166626
epoch 9 batch 30 loss 2.3638880252838135
epoch 9 batch 31 loss 2.3398263454437256
epoch 9 batch 32 loss 2.367497444152832
epoch 9 batch 33 loss 2.371812105178833
epoch 9 batch 34 loss 2.3062362670898438
epoch 9 batch 35 loss 2.361508846282959
epoch 9 batch 36 loss 2.342703342437744
epoch 9 batch 37 loss 2.382436990737915
epoch 9 batch 38 loss 2.362842321395874
epoch 9 batch 39 loss 2.3405661582946777
epoch 9 batch 40 loss 2.3462576866149902
epoch 9 batch 41 loss 2.3361029624938965
epoch 9 batch 42 loss 2.3568615913391113
epoch 9 batch 43 loss 2.3402132987976074
epoch 9 batch 44 loss 2.385833740234375
epoch 9 batch 45 loss 2.3772687911987305
epoch 9 batch 46 loss 2.360957622528076
epoch 9 batch 47 loss 2.33729887008667
epoch 9 batch 48 loss 2.326166868209839
epoch 9 batch 49 loss 2.3024795055389404
epoch 9 batch 50 loss 2.346181631088257
epoch 9 batch 51 loss 2.3670005798339844
epoch 9 batch 52 loss 2.3253166675567627
epoch 9 batch 53 loss 2.3110673427581787
epoch 9
<>'d   stddslsdsdsdd d <>
epoch 10 batch 0 loss 2.3637795448303223
epoch 10 batch 1 loss 2.341409206390381
epoch 10 batch 2 loss 2.3325841426849365
epoch 10 batch 3 loss 2.3544607162475586
epoch 10 batch 4 loss 2.3597264289855957
epoch 10 batch 5 loss 2.3506805896759033
epoch 10 batch 6 loss 2.3542375564575195
epoch 10 batch 7 loss 2.37308406829834
epoch 10 batch 8 loss 2.3516781330108643
epoch 10 batch 9 loss 2.3389194011688232
epoch 10 batch 10 loss 2.298116683959961
epoch 10 batch 11 loss 2.322392463684082
epoch 10 batch 12 loss 2.3291008472442627
epoch 10 batch 13 loss 2.3768887519836426
epoch 10 batch 14 loss 2.354158878326416
epoch 10 batch 15 loss 2.409752130508423
epoch 10 batch 16 loss 2.3403449058532715
epoch 10 batch 17 loss 2.370114803314209
epoch 10 batch 18 loss 2.3711466789245605
epoch 10 batch 19 loss 2.340242385864258
epoch 10 batch 20 loss 2.3241994380950928
epoch 10 batch 21 loss 2.3518924713134766
epoch 10 batch 22 loss 2.3709702491760254
epoch 10 batch 23 loss 2.2910754680633545
epoch 10 batch 24 loss 2.3324971199035645
epoch 10 batch 25 loss 2.3084301948547363
epoch 10 batch 26 loss 2.321519136428833
epoch 10 batch 27 loss 2.344890594482422
epoch 10 batch 28 loss 2.3132388591766357
epoch 10 batch 29 loss 2.334529399871826
epoch 10 batch 30 loss 2.3239476680755615
epoch 10 batch 31 loss 2.3614790439605713
epoch 10 batch 32 loss 2.3153576850891113
epoch 10 batch 33 loss 2.3275561332702637
epoch 10 batch 34 loss 2.366015911102295
epoch 10 batch 35 loss 2.3240041732788086
epoch 10 batch 36 loss 2.3434553146362305
epoch 10 batch 37 loss 2.333601951599121
epoch 10 batch 38 loss 2.3110735416412354
epoch 10 batch 39 loss 2.299452781677246
epoch 10 batch 40 loss 2.318185329437256
